order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-240221-19638,Black Screw Metal,"2"" (Per Box 500pcs)",3,310.00,930.00
ORD-240221-19638,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-240222-66183,White Sand,,7,48.00,336.00
ORD-240222-51417,Tekscrew,"3"" (Per Piece)",81,4.00,324.00
ORD-240222-78455,Plywood Ordinary,1/4 (4x8ft),5,250.00,1250.00
ORD-240222-12716,Lucky PPR Elbow Female 1/2,,15,29.00,435.00
ORD-240222-12716,Tekscrew,"1"" (Per Piece)",13,2.00,26.00
ORD-240222-12716,"Hardiflex Screw 1""",,75,2.50,187.50
ORD-240222-35813,White Sand,,1,48.00,48.00
ORD-240222-35813,Lucky PPR Elbow Female 1/2,,19,29.00,551.00
ORD-240222-35813,Gravel 3/4,,5,52.00,260.00
ORD-240222-35813,W-Clip,,61,2.00,122.00
ORD-240222-22236,Neltex Electrical Pipe Thinwall,"1"" Per Piece",3,68.00,204.00
ORD-240222-22236,Neltex Sanitary PVC Pipe S600,"2"" x 3m",5,268.00,1340.00
ORD-240222-29881,Eagle Cement Advance,,3,260.00,780.00
ORD-240222-29881,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",6,32.00,192.00
ORD-240223-16819,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",2,410.00,820.00
ORD-240223-95642,"Hardiflex Screw 1""",,100,2.50,250.00
ORD-240223-72573,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",4,300.00,1200.00
ORD-240223-58930,Common Wire Nail,"4"" (Per Kilo)",10,56.00,560.00
ORD-240223-58930,Tekscrew,"2.5"" (Per Piece)",83,3.50,290.50
ORD-240223-51760,Republic Cement,,4,255.00,1020.00
ORD-240223-51760,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-240223-48927,Deformed Bar G40,10mm x 6m,2,115.00,230.00
ORD-240223-36599,Concrete Nail,"1"" (Per Kilo)",6,125.00,750.00
ORD-240223-36599,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-240223-29329,Tekscrew,"1.5"" (Per Piece)",15,2.50,37.50
ORD-240223-29329,Flat Bar,"1"" x 3mm (20ft)",3,195.00,585.00
ORD-240223-38979,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",3,650.00,1950.00
ORD-240223-38979,Coco Lumber,2x2x12 (Per Piece),1,72.00,72.00
ORD-240224-40848,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240224-40848,Angle Bar,"1"" x 1"" x 2mm (20ft)",1,360.00,360.00
ORD-240224-40848,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-240224-42930,Black Screw Pointed,"1"" (Per Box 500pcs)",5,210.00,1050.00
ORD-240224-32190,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-240224-32190,W-Clip,,83,2.00,166.00
ORD-240225-35265,Tekscrew,"1.5"" (Per Piece)",27,2.50,67.50
ORD-240225-35265,Metal Studs,,5,165.00,825.00
ORD-240226-10862,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-240226-10862,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-240226-10862,Tubular Bar GI,"1"" x 2"" (20ft) 1.2mm",3,450.00,1350.00
ORD-240226-72905,Boysen Lacquer Thinner B50,1 Liter,3,248.00,744.00
ORD-240226-72905,Tox,#8 Tox (Per Box),3,48.00,144.00
ORD-240226-72905,Tekscrew,"2"" (Per Piece)",62,3.00,186.00
ORD-240226-40934,"Hardiflex Screw 1""",,71,2.50,177.50
ORD-240226-40934,Longspan RIB22,8ft (0.4mm),2,354.00,708.00
ORD-240226-40934,Concrete Hollow Block,"6"" CHB (Per Piece)",21,16.00,336.00
ORD-240226-01013,Deformed Bar G40,20mm x 6m,3,458.00,1374.00
ORD-240226-01013,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",2,175.00,350.00
ORD-240226-01013,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-240226-01013,Neltex Sanitary PVC Pipe S600,"3"" x 3m",3,408.00,1224.00
ORD-240226-01013,Coco Lumber,2x2x8 (Per Piece),5,48.00,240.00
ORD-240227-35119,White Sand,,4,48.00,192.00
ORD-240227-35119,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-240227-35119,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-240227-35119,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-240227-53650,Tubular Bar GI,"1"" x 2"" (20ft) 1.2mm",2,450.00,900.00
ORD-240227-53650,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240227-53650,Coco Lumber,2x2x8 (Per Piece),10,48.00,480.00
ORD-240227-53650,Good Lumber S4S,2x3 per Board Foot,8,62.00,496.00
ORD-240227-53650,Common Wire Nail,"4"" (Per Kilo)",3,56.00,168.00
ORD-240228-19175,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-240228-87027,Coco Lumber,2x2x12 (Per Piece),11,72.00,792.00
ORD-240228-87027,Concrete Hollow Block,"4"" CHB (Per Piece)",11,12.00,132.00
ORD-240228-87027,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-240228-87027,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",1,175.00,175.00
ORD-240228-87027,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-240228-91288,Tekscrew,"3"" (Per Piece)",60,4.00,240.00
ORD-240228-96487,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-240228-96487,Concrete Hollow Block,"6"" CHB (Per Piece)",15,16.00,240.00
ORD-240228-96487,Lucky PPR Elbow Female 1/2,,8,29.00,232.00
ORD-240228-96487,Common Wire Nail,"1"" (Per Kilo)",11,65.00,715.00
ORD-240228-96487,Circuit Breaker Bolt-On,20A,6,258.00,1548.00
ORD-240229-79443,Tekscrew,"1.5"" (Per Piece)",11,2.50,27.50
ORD-240229-23314,White Sand,,2,48.00,96.00
ORD-240229-23314,Neltex Electrical Pipe Thinwall,"1"" Per Piece",2,68.00,136.00
ORD-240229-23314,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",6,48.00,288.00
ORD-240229-23314,Plywood Ordinary,1/2 (4x8ft),3,480.00,1440.00
ORD-240229-50991,Tekscrew,"1.5"" (Per Piece)",52,2.50,130.00
ORD-240229-50991,Boysen Permacoat Flat Latex White,4 Liters,3,795.00,2385.00
ORD-240229-19722,Tekscrew,"1"" (Per Piece)",94,2.00,188.00
ORD-240229-19722,Lucky PPR Elbow Female 1/2,,21,29.00,609.00
ORD-240229-19722,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",10,32.00,320.00
ORD-240301-87128,Concrete Nail,"2"" (Per Kilo)",5,120.00,600.00
ORD-240301-87128,KD S4S Wood PL,2x2 per Board Foot,7,72.00,504.00
ORD-240301-81233,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240301-81233,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",2,32.00,64.00
ORD-240301-98465,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",1,300.00,300.00
ORD-240301-98465,Coco Lumber,2x4x8 (Per Piece),8,96.00,768.00
ORD-240301-98465,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-240301-34423,Marine Plywood Local,1/2 (4x8ft),2,640.00,1280.00
ORD-240301-34423,Adjustable Hacksaw,,4,130.00,520.00
ORD-240301-34423,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-240301-34423,Tekscrew,"1"" (Per Piece)",66,2.00,132.00
ORD-240302-62840,Tekscrew,"3"" (Per Piece)",82,4.00,328.00
ORD-240302-62840,Marine Plywood Local,1/2 (4x8ft),3,640.00,1920.00
ORD-240302-62840,Tekscrew,"2"" (Per Piece)",59,3.00,177.00
ORD-240302-67458,W-Clip,,17,2.00,34.00
ORD-240302-89242,Concrete Hollow Block,"6"" CHB (Per Piece)",5,16.00,80.00
ORD-240302-89242,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240302-89242,Flat Bar,"1.5"" x 3mm (20ft)",6,265.00,1590.00
ORD-240302-12290,Concrete Nail,"3"" (Per Kilo)",4,118.00,472.00
ORD-240302-12290,Plywood Ordinary,1/4 (4x8ft),6,250.00,1500.00
ORD-240302-68000,White Sand,,8,48.00,384.00
ORD-240302-68000,Concrete Hollow Block,"4"" CHB (Per Piece)",17,12.00,204.00
ORD-240302-68000,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-240302-68000,Tekscrew,"1"" (Per Piece)",44,2.00,88.00
ORD-240303-99659,Bistay per Sack,,6,185.00,1110.00
ORD-240303-99659,Good Lumber S4S,2x4 per Board Foot,11,62.00,682.00
ORD-240304-97566,Bistay per Sack,,5,185.00,925.00
ORD-240304-97566,KD S4S Wood PL,2x6 per Board Foot,9,75.00,675.00
ORD-240304-13032,Tekscrew,"3"" (Per Piece)",99,4.00,396.00
ORD-240304-13032,Flat Bar,"1"" x 3mm (20ft)",1,195.00,195.00
ORD-240304-13032,Tekscrew,"1"" (Per Piece)",35,2.00,70.00
ORD-240304-13032,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-240304-13032,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-240304-36913,Metal Studs,,1,165.00,165.00
ORD-240304-36913,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240304-36913,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",4,48.00,192.00
ORD-240304-04043,Coco Lumber,2x2x8 (Per Piece),5,48.00,240.00
ORD-240304-04043,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",3,450.00,1350.00
ORD-240304-04043,Good Lumber S4S,2x6 per Board Foot,12,65.00,780.00
ORD-240304-04043,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-240304-04043,Concrete Hollow Block,"6"" CHB (Per Piece)",3,16.00,48.00
ORD-240304-54287,Coco Lumber,2x2x8 (Per Piece),4,48.00,192.00
ORD-240304-54287,Tekscrew,"1"" (Per Piece)",49,2.00,98.00
ORD-240304-17471,Tekscrew,"2.5"" (Per Piece)",29,3.50,101.50
ORD-240304-17471,Plywood Ordinary,1/2 (4x8ft),3,480.00,1440.00
ORD-240305-50526,Tekscrew,"1.5"" (Per Piece)",53,2.50,132.50
ORD-240305-50526,W-Clip,,29,2.00,58.00
ORD-240305-15611,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-240305-15611,"Hardiflex Screw 1""",,50,2.50,125.00
ORD-240305-15611,Wood Screw Flat Head,"3/4"" (Per Kilo)",2,195.00,390.00
ORD-240305-15611,KD S4S Wood PL,2x2 per Board Foot,6,72.00,432.00
ORD-240305-79300,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-240306-25014,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",1,530.00,530.00
ORD-240306-21653,Concrete Hollow Block,"6"" CHB (Per Piece)",7,16.00,112.00
ORD-240306-33757,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-240306-33757,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240306-74542,Tekscrew,"3"" (Per Piece)",28,4.00,112.00
ORD-240306-74542,Metal Studs,,4,165.00,660.00
ORD-240306-41428,Adjustable Hacksaw,,4,130.00,520.00
ORD-240306-41428,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-240306-41428,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-240307-95742,"Neltex Electrical Pipe Thickwall 1/2""",,2,65.00,130.00
ORD-240307-95742,Tox,#8 Tox (Per Box),9,48.00,432.00
ORD-240307-95742,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",7,32.00,224.00
ORD-240307-57501,Concrete Hollow Block,"6"" CHB (Per Piece)",9,16.00,144.00
ORD-240307-45186,Black Screw Metal,"1.5"" (Per Box 500pcs)",6,265.00,1590.00
ORD-240307-63728,Boysen Lacquer Thinner B50,4 Liters,1,875.00,875.00
ORD-240307-63728,Neltex PVC Sanitary P-Trap,"2""",2,85.00,170.00
ORD-240307-93718,Bistay per Sack,,5,185.00,925.00
ORD-240307-93718,"Hardiflex Screw 1""",,19,2.50,47.50
ORD-240307-93718,Lucky PPR Elbow Female 1/2,,21,29.00,609.00
ORD-240307-49267,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240307-49267,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-240307-49267,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-240307-49267,Tekscrew,"2.5"" (Per Piece)",34,3.50,119.00
ORD-240308-46010,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",3,175.00,525.00
ORD-240308-46010,Coco Lumber,2x3x10 (Per Piece),2,90.00,180.00
ORD-240308-46010,W-Clip,,60,2.00,120.00
ORD-240308-08542,Boysen Lacquer Thinner B50,1/4 Liter,8,78.00,624.00
ORD-240308-08542,G.I Pipe Local S20,"1"" (20ft)",2,395.00,790.00
ORD-240308-08542,Circuit Breaker Bolt-On,20A,6,258.00,1548.00
ORD-240308-08542,White Sand,,1,48.00,48.00
ORD-240308-08542,"Hardiflex Screw 1""",,27,2.50,67.50
ORD-240308-75331,Camel Drawer Lock,,1,85.00,85.00
ORD-240308-15127,Concrete Hollow Block,"4"" CHB (Per Piece)",4,12.00,48.00
ORD-240308-15127,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-240308-15127,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",2,510.00,1020.00
ORD-240308-57187,Deformed Bar G40,12mm x 6m,1,165.00,165.00
ORD-240308-60624,Metal Studs,,2,165.00,330.00
ORD-240308-60624,White Sand,,3,48.00,144.00
ORD-240308-60624,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-240308-60624,Lucky PPR Elbow Female 1/2,,15,29.00,435.00
ORD-240308-34422,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240308-34422,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-240308-34422,"Hardiflex Screw 1""",,53,2.50,132.50
ORD-240309-38919,Carrying Channel,,1,105.00,105.00
ORD-240309-38919,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",12,32.00,384.00
ORD-240309-22209,W-Clip,,100,2.00,200.00
ORD-240309-22209,Tekscrew,"1.5"" (Per Piece)",36,2.50,90.00
ORD-240309-81575,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",5,300.00,1500.00
ORD-240309-81575,Lucky PPR Elbow Female 1/2,,18,29.00,522.00
ORD-240309-81575,"Hardiflex Screw 1""",,17,2.50,42.50
ORD-240309-48161,Longspan RIB22,8ft (0.4mm),3,354.00,1062.00
ORD-240309-48161,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-240309-64939,Common Wire Nail,"2"" (Per Kilo)",4,60.00,240.00
ORD-240309-50907,Concrete Hollow Block,"6"" CHB (Per Piece)",16,16.00,256.00
ORD-240309-50907,Deformed Bar G40,16mm x 6m,4,293.00,1172.00
ORD-240309-05697,Lucky PPR Elbow Female 1/2,,16,29.00,464.00
ORD-240309-63024,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-240309-63024,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-240309-63024,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-240309-63024,Good Lumber S4S,2x2 per Board Foot,12,62.00,744.00
ORD-240310-67448,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",10,48.00,480.00
ORD-240310-67448,W-Clip,,13,2.00,26.00
ORD-240310-15206,Phenolic Board 18mm,,2,780.00,1560.00
ORD-240310-15206,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",5,270.00,1350.00
ORD-240310-15206,Neltex PPR PVC Pipe,"1"" x 3m",6,289.00,1734.00
ORD-240311-80187,Deformed Bar G40,10mm x 6m,5,115.00,575.00
ORD-240311-21330,G.I Pipe Local S20,"1.5"" (20ft)",3,615.00,1845.00
ORD-240311-21330,Concrete Hollow Block,"4"" CHB (Per Piece)",4,12.00,48.00
ORD-240311-21330,W-Clip,,73,2.00,146.00
ORD-240311-04947,Concrete Nail,"1"" (Per Kilo)",3,125.00,375.00
ORD-240311-04947,Common Wire Nail,"2"" (Per Kilo)",2,60.00,120.00
ORD-240311-04947,Black Screw Pointed,"1.5"" (Per Box 500pcs)",2,260.00,520.00
ORD-240311-04947,Circuit Breaker Bolt-On,15A,6,258.00,1548.00
ORD-240311-45955,Bistay per Sack,,4,185.00,740.00
ORD-240311-45955,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",3,530.00,1590.00
ORD-240311-45955,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-240311-45955,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240312-73813,"Hardiflex Screw 1""",,87,2.50,217.50
ORD-240312-96372,KD S4S Wood PL,2x6 per Board Foot,5,75.00,375.00
ORD-240312-96372,Tekscrew,"1"" (Per Piece)",37,2.00,74.00
ORD-240312-96372,Plywood Ordinary,1/2 (4x8ft),3,480.00,1440.00
ORD-240312-96372,Concrete Hollow Block,"6"" CHB (Per Piece)",22,16.00,352.00
ORD-240312-53560,Camel Drawer Lock,,7,85.00,595.00
ORD-240312-53560,Neltex PPR PVC Pipe,"1/2"" x 3m",3,109.00,327.00
ORD-240312-53560,Concrete Nail,"2"" (Per Kilo)",4,120.00,480.00
ORD-240312-53560,Concrete Hollow Block,"6"" CHB (Per Piece)",19,16.00,304.00
ORD-240312-04252,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-240312-04252,Lucky PPR Elbow Female 1/2,,5,29.00,145.00
ORD-240312-64605,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",9,48.00,432.00
ORD-240312-64605,Tekscrew,"2.5"" (Per Piece)",55,3.50,192.50
ORD-240312-38129,W-Clip,,54,2.00,108.00
ORD-240312-38129,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-240312-38129,Tekscrew,"2"" (Per Piece)",85,3.00,255.00
ORD-240312-49861,Neltex PVC Sanitary P-Trap,"2""",6,85.00,510.00
ORD-240312-49861,Concrete Hollow Block,"6"" CHB (Per Piece)",22,16.00,352.00
ORD-240312-49861,Lucky PPR Elbow Female 1/2,,13,29.00,377.00
ORD-240312-36706,Tekscrew,"1"" (Per Piece)",37,2.00,74.00
ORD-240312-38078,Concrete Hollow Block,"6"" CHB (Per Piece)",12,16.00,192.00
ORD-240312-84582,Deformed Bar G40,10mm x 6m,1,115.00,115.00
ORD-240312-84582,White Sand,,5,48.00,240.00
ORD-240312-84582,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",1,450.00,450.00
ORD-240312-84618,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-240312-84618,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-240313-91458,Good Lumber S4S,1x2 per Board Foot,1,62.00,62.00
ORD-240313-91458,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-240313-91458,Circuit Breaker Bolt-On,20A,2,258.00,516.00
ORD-240313-55321,Tekscrew,"1"" (Per Piece)",23,2.00,46.00
ORD-240313-55321,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-240313-55321,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",3,32.00,96.00
ORD-240313-05234,Concrete Nail,"2"" (Per Kilo)",3,120.00,360.00
ORD-240313-05234,Tekscrew,"3"" (Per Piece)",82,4.00,328.00
ORD-240313-05234,W-Clip,,62,2.00,124.00
ORD-240313-05234,Plywood Ordinary,1/2 (4x8ft),3,480.00,1440.00
ORD-240313-73297,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-240313-26075,Tekscrew,"1.5"" (Per Piece)",33,2.50,82.50
ORD-240313-26075,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-240313-61569,White Sand,,3,48.00,144.00
ORD-240313-61569,Concrete Hollow Block,"6"" CHB (Per Piece)",3,16.00,48.00
ORD-240313-61569,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-240313-02317,Tekscrew,"2"" (Per Piece)",52,3.00,156.00
ORD-240313-02317,Tekscrew,"1.5"" (Per Piece)",56,2.50,140.00
ORD-240313-02317,Tox,#12 Tox (Per Box),5,85.00,425.00
ORD-240313-46846,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-240313-46846,Common Wire Nail,"3"" (Per Kilo)",10,58.00,580.00
ORD-240313-46846,KD S4S Wood PL,2x2 per Board Foot,11,72.00,792.00
ORD-240314-63632,Black Screw Pointed,"2"" (Per Box 500pcs)",1,290.00,290.00
ORD-240314-87928,Wood Screw Flat Head,"1"" (Per Kilo)",3,180.00,540.00
ORD-240314-33663,Common Wire Nail,"2"" (Per Kilo)",11,60.00,660.00
ORD-240314-33663,Tekscrew,"2"" (Per Piece)",72,3.00,216.00
ORD-240314-33663,Black Screw Metal,"1"" (Per Box 500pcs)",3,220.00,660.00
ORD-240314-33663,"Hardiflex Screw 1""",,38,2.50,95.00
ORD-240314-33663,Tekscrew,"2.5"" (Per Piece)",14,3.50,49.00
ORD-240314-88378,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-240314-88378,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-240314-88378,Longspan RIB22,12ft (0.4mm),2,531.00,1062.00
ORD-240314-96288,Lucky PPR Elbow Female 1/2,,12,29.00,348.00
ORD-240314-96288,Longspan RIB22,16ft (0.4mm),2,708.00,1416.00
ORD-240314-96288,W-Clip,,98,2.00,196.00
ORD-240314-45138,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-240314-45138,Good Lumber S4S,1x2 per Board Foot,12,62.00,744.00
ORD-240314-45138,Good Lumber S4S,2x3 per Board Foot,6,62.00,372.00
ORD-240314-45138,Tekscrew,"3"" (Per Piece)",51,4.00,204.00
ORD-240314-45138,White Sand,,6,48.00,288.00
ORD-240315-48050,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-240315-48050,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",2,48.00,96.00
ORD-240315-48050,W-Clip,,72,2.00,144.00
ORD-240315-88670,Tekscrew,"2"" (Per Piece)",90,3.00,270.00
ORD-240315-88670,Good Lumber S4S,2x4 per Board Foot,12,62.00,744.00
ORD-240315-02499,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-240315-02499,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-240315-02499,Tekscrew,"3"" (Per Piece)",45,4.00,180.00
ORD-240315-03691,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",5,270.00,1350.00
ORD-240315-03691,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",6,48.00,288.00
ORD-240315-48077,Tekscrew,"1.5"" (Per Piece)",98,2.50,245.00
ORD-240315-54806,"Hardiflex Screw 1""",,63,2.50,157.50
ORD-240315-54806,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-240315-54806,Gravel 3/4,,9,52.00,468.00
ORD-240316-40545,Shadow Line,,9,80.00,720.00
ORD-240316-40545,Concrete Hollow Block,"4"" CHB (Per Piece)",15,12.00,180.00
ORD-240316-54439,Concrete Hollow Block,"4"" CHB (Per Piece)",3,12.00,36.00
ORD-240316-66475,Deformed Bar G33,12mm x 6m,5,130.00,650.00
ORD-240316-66475,Boysen Permacoat Flat Latex White,1 Liter,6,225.00,1350.00
ORD-240316-66475,Wood Screw Flat Head,"3/4"" (Per Kilo)",1,195.00,195.00
ORD-240316-58359,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240317-62099,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",1,530.00,530.00
ORD-240317-62099,Camel Drawer Lock,,9,85.00,765.00
ORD-240317-12963,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-240317-12963,Tekscrew,"1"" (Per Piece)",42,2.00,84.00
ORD-240317-12963,KD S4S Wood PL,2x6 per Board Foot,1,75.00,75.00
ORD-240318-77465,Black Screw Pointed,"1.5"" (Per Box 500pcs)",5,260.00,1300.00
ORD-240318-77465,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",6,300.00,1800.00
ORD-240318-77465,Tekscrew,"2"" (Per Piece)",91,3.00,273.00
ORD-240318-80572,Neltex Electrical Pipe Thinwall,"1"" Per Piece",4,68.00,272.00
ORD-240318-80572,Good Lumber S4S,2x6 per Board Foot,7,65.00,455.00
ORD-240318-80572,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-240318-97104,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-240318-43297,Common Wire Nail,"1.5"" (Per Kilo)",9,62.00,558.00
ORD-240318-43297,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-240318-43297,Wood Screw Flat Head,"3/4"" (Per Kilo)",4,195.00,780.00
ORD-240318-43297,Deformed Bar G33,9mm x 6m,3,75.00,225.00
ORD-240318-43297,Tekscrew,"2.5"" (Per Piece)",27,3.50,94.50
ORD-240318-08820,Deformed Bar G40,10mm x 6m,4,115.00,460.00
ORD-240318-08820,"Hardiflex Screw 1""",,30,2.50,75.00
ORD-240318-44201,G.I Pipe Local S20,"2"" (20ft)",2,940.00,1880.00
ORD-240318-44201,Concrete Hollow Block,"4"" CHB (Per Piece)",19,12.00,228.00
ORD-240318-98178,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-240318-98178,Boysen Lacquer Thinner B50,1 Liter,2,248.00,496.00
ORD-240318-96895,Concrete Hollow Block,"6"" CHB (Per Piece)",19,16.00,304.00
ORD-240318-40454,Boysen Permacoat Flat Latex White,4 Liters,3,795.00,2385.00
ORD-240319-33057,Lucky PPR Elbow Female 1/2,,14,29.00,406.00
ORD-240319-33057,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-240319-33057,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-240319-99069,Lucky PPR Elbow Female 1/2,,23,29.00,667.00
ORD-240319-99069,"Hardiflex Screw 1""",,39,2.50,97.50
ORD-240319-99069,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-240319-79688,Coco Lumber,2x2x8 (Per Piece),10,48.00,480.00
ORD-240319-79688,Tekscrew,"1"" (Per Piece)",55,2.00,110.00
ORD-240319-79688,Concrete Hollow Block,"6"" CHB (Per Piece)",17,16.00,272.00
ORD-240319-79688,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-240319-79688,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",3,616.00,1848.00
ORD-240320-37384,Longspan RIB22,10ft (0.4mm),3,443.00,1329.00
